GVKEY,LIID,datadate,fyear,conm,adrr,fic
004091,01,19901231,1990,DUCOMMUN INC,,USA
004091,01,19911231,1991,DUCOMMUN INC,,USA
004093,01,19901231,1990,DUKE ENERGY CORP,,USA
004093,01,19911231,1991,DUKE ENERGY CORP,,USA
004094,01,19901231,1990,DUN & BRADSTREET HOLDNGS INC,,USA
004094,01,19911231,1991,DUN & BRADSTREET HOLDNGS INC,,USA
004100,01,19900930,1990,LEGENT CORP,,USA
004100,01,19910930,1991,LEGENT CORP,,USA
004101,01,19901031,1990,DUPLEX PRODUCTS,,USA
004101,01,19911031,1991,DUPLEX PRODUCTS,,USA
004103,01,19901231,1990,DUQUESNE LIGHT HOLDINGS INC,,USA
004103,01,19911231,1991,DUQUESNE LIGHT HOLDINGS INC,,USA
004105,01,19901231,1990,DURAKON INDS INC,,USA
004105,01,19911231,1991,DURAKON INDS INC,,USA
004108,01,19901231,1990,FLOWSERVE CORP,,USA
004108,01,19911231,1991,FLOWSERVE CORP,,USA
004110,01,19901231,1990,DURR-FILLAUER MEDICAL,,USA
004110,01,19911231,1991,DURR-FILLAUER MEDICAL,,USA
004115,01,19900731,1990,DYCOM INDUSTRIES INC,,USA
004115,01,19910731,1991,DYCOM INDUSTRIES INC,,USA
004120,01,19901231,1990,DYNAMIC AMERICAN CORP,,USA
004120,01,19911231,1991,DYNAMIC AMERICAN CORP,,USA
004121,01,19901231,1990,DYNAMIC HOMES INC,,USA
004121,01,19911231,1991,DYNAMIC HOMES INC,,USA
004124,01,19900630,1990,DYNATRONICS CORP,,USA
004124,01,19910630,1991,DYNATRONICS CORP,,USA
004126,01,19901231,1990,DYNAMICS CORP OF AMER,,USA
004126,01,19911231,1991,DYNAMICS CORP OF AMER,,USA
004127,01,19901231,1990,DYNAMICS RESEARCH CORP,,USA
004127,01,19911231,1991,DYNAMICS RESEARCH CORP,,USA
004128,01,19901231,1990,COBRA ELECTRONICS CORP,,USA
004128,01,19911231,1991,COBRA ELECTRONICS CORP,,USA
004132,01,19900331,1989,ACTERNA CORP,,USA
004132,01,19910331,1990,ACTERNA CORP,,USA
004137,01,19901231,1990,E&B MARINE INC,,USA
004138,01,19900131,1989,EAC INDUSTRIES,,USA
004138,01,19910131,1990,EAC INDUSTRIES,,USA
004140,01,19901231,1990,ECI TELECOMMUNICATIONS  -ORD,,ISR
004140,01,19911231,1991,ECI TELECOMMUNICATIONS  -ORD,,ISR
004145,01,19901231,1990,PERKINELMER INC,,USA
004145,01,19911231,1991,PERKINELMER INC,,USA
004148,01,19900930,1990,EIP MICROWAVE INC,,USA
004148,01,19910930,1991,EIP MICROWAVE INC,,USA
004156,01,19901231,1990,SUPREME INDUSTRIES INC,,USA
004156,01,19911231,1991,SUPREME INDUSTRIES INC,,USA
004159,01,19901231,1990,E-SYSTEMS INC,,USA
004159,01,19911231,1991,E-SYSTEMS INC,,USA
004160,01,19901231,1990,E'TOWN CORP,,USA
004160,01,19911231,1991,E'TOWN CORP,,USA
004162,01,19900531,1989,E-Z-EM INC,,USA
004162,01,19910531,1990,E-Z-EM INC,,USA
004168,01,19901130,1990,EAGLE-PICHER INC,,USA
004168,01,19911130,1991,EAGLE-PICHER INC,,USA
004173,01,19900331,1989,MATRIXX RESOURCE HLDGS INC,,USA
004173,01,19910331,1990,MATRIXX RESOURCE HLDGS INC,,USA
004176,01,19901231,1990,EARTH SCIENCES INC,,USA
004176,01,19911231,1991,EARTH SCIENCES INC,,USA
004182,01,19900630,1990,WORKSAFE INDUSTRIES INC,,USA
004182,01,19910630,1991,WORKSAFE INDUSTRIES INC,,USA
004186,01,19901231,1990,EASTERN CO,,USA
004186,01,19911231,1991,EASTERN CO,,USA
004189,01,19901231,1990,EASTERN ENTERPRISES,,USA
004189,01,19911231,1991,EASTERN ENTERPRISES,,USA
004191,01,19901231,1990,EASTERN UTILITIES ASSOC,,USA
004191,01,19911231,1991,EASTERN UTILITIES ASSOC,,USA
004193,01,19901231,1990,EASTGROUP PROPERTIES,,USA
004193,01,19911231,1991,EASTGROUP PROPERTIES,,USA
004194,01,19901231,1990,EASTMAN KODAK CO,,USA
004194,01,19911231,1991,EASTMAN KODAK CO,,USA
004196,01,19901231,1990,EASTOVER CORP,,USA
004196,01,19911231,1991,EASTOVER CORP,,USA
004201,01,19901031,1990,EATON VANCE CORP,,USA
004201,01,19911031,1991,EATON VANCE CORP,,USA
004204,01,19900831,1990,ECHLIN INC,,USA
004204,01,19910831,1991,ECHLIN INC,,USA
004205,01,19901231,1990,ECHO BAY MINES LTD,,CAN
004205,01,19911231,1991,ECHO BAY MINES LTD,,CAN
004213,01,19901231,1990,ECOLAB INC,,USA
004213,01,19911231,1991,ECOLAB INC,,USA
004218,01,19900131,1989,EDISON BROTHERS STORES,,USA
004218,01,19910131,1990,EDISON BROTHERS STORES,,USA
004220,01,19901231,1990,ESELCO INC,,USA
004220,01,19911231,1991,ESELCO INC,,USA
004222,01,19901231,1990,EDO CORP,,USA
004222,01,19911231,1991,EDO CORP,,USA
004223,01,19900630,1990,ECC INTERNATIONAL CP,,USA
004223,01,19910630,1991,ECC INTERNATIONAL CP,,USA
004225,01,19900228,1989,EDUCATIONAL DEVELOPMENT CORP,,USA
004225,01,19910228,1990,EDUCATIONAL DEVELOPMENT CORP,,USA
004230,01,19900228,1989,EDWARDS (A G) INC,,USA
004230,01,19910228,1990,EDWARDS (A G) INC,,USA
004238,01,19900531,1989,EL CHICO RESTAURANTS INC,,USA
004238,01,19910531,1990,EL CHICO RESTAURANTS INC,,USA
004241,01,19901231,1990,EL PASO ELECTRIC CO,,USA
004241,01,19911231,1991,EL PASO ELECTRIC CO,,USA
004248,01,19901231,1990,ELBIT LTD,,ISR
004248,01,19911231,1991,ELBIT LTD,,ISR
004250,01,19900630,1990,ELCO INDUSTRIES INC,,USA
004250,01,19910630,1991,ELCO INDUSTRIES INC,,USA
004251,01,19900630,1990,ELKCORP,,USA
004251,01,19910630,1991,ELKCORP,,USA
004265,01,19900831,1990,ELECTRO CATHETER CORP,,USA
004265,01,19910831,1991,ELECTRO CATHETER CORP,,USA
004267,01,19901231,1990,STERLING CAPITAL INV  -CL A,,USA
004267,01,19911231,1991,STERLING CAPITAL INV  -CL A,,USA
004273,01,19900531,1989,ELECTRO RENT CORP,,USA
004273,01,19910531,1990,ELECTRO RENT CORP,,USA
004274,01,19900531,1989,ELECTRO SCIENTIFIC INDS INC,,USA
004274,01,19910531,1990,ELECTRO SCIENTIFIC INDS INC,,USA
004275,01,19901231,1990,ELECTRO-SENSORS INC,,USA
004275,01,19911231,1991,ELECTRO-SENSORS INC,,USA
004279,01,19901231,1990,EMS TECHNOLOGIES INC,,USA
004279,01,19911231,1991,EMS TECHNOLOGIES INC,,USA
004280,01,19901231,1990,ELECTROMEDICS INC,,USA
004280,01,19911231,1991,ELECTROMEDICS INC,,USA
004283,01,19901231,1990,EA INDUSTRIES INC,,USA
004283,01,19911231,1991,EA INDUSTRIES INC,,USA
004285,01,19900930,1990,ELECTRONIC CONTROL SYS INC,,USA
004292,01,19901231,1990,ELECTR TELE-COMMUNCTN,,USA
004292,01,19911231,1991,ELECTR TELE-COMMUNCTN,,USA
004293,01,19901231,1990,SPECIALTY CHEM RES,,USA
004296,01,19900331,1989,EMCEE BROADCAST PRODUCTS INC,,USA
004296,01,19910331,1990,EMCEE BROADCAST PRODUCTS INC,,USA
004297,01,19901130,1990,SPORT OF KINGS INC,,USA
004297,01,19911130,1991,SPORT OF KINGS INC,,USA
004299,01,19900531,1989,ELECTROSOUND GROUP INC,,USA
004299,01,19910531,1990,ELECTROSOUND GROUP INC,,USA
004311,01,19901231,1990,ELRON ELECTRONIC INDS LTD,,ISR
004311,01,19911231,1991,ELRON ELECTRONIC INDS LTD,,ISR
004312,01,19901231,1990,ELSCINT LTD,,ISR
004312,01,19911231,1991,ELSCINT LTD,,ISR
004321,01,19900930,1990,EMERSON ELECTRIC CO,,USA
004321,01,19910930,1991,EMERSON ELECTRIC CO,,USA
004322,01,19900331,1989,EMERSON RADIO CORP,,USA
004322,01,19901231,1990,EMERSON RADIO CORP,,USA
004322,01,19911231,1991,EMERSON RADIO CORP,,USA
004328,01,19900630,1990,EMONS TRANSPORATION GROUP,,USA
004328,01,19910630,1991,EMONS TRANSPORATION GROUP,,USA
004329,01,19901231,1990,EMPI INC-REDH,,USA
004329,01,19911231,1991,EMPI INC-REDH,,USA
004331,01,19901231,1990,EMPIRE DISTRICT ELECTRIC CO,,USA
004331,01,19911231,1991,EMPIRE DISTRICT ELECTRIC CO,,USA
004335,01,19901231,1990,EMPIRE OF CAROLINA INC,,USA
004335,01,19911231,1991,EMPIRE OF CAROLINA INC,,USA
004340,01,19900630,1990,EMULEX CORP,,USA
004340,01,19910630,1991,EMULEX CORP,,USA
004341,01,19900131,1989,SORL AUTO PARTS INC,,USA
004341,01,19910131,1990,SORL AUTO PARTS INC,,USA
004344,01,19901231,1990,ENCORE COMPUTER CORP,,USA
004344,01,19911231,1991,ENCORE COMPUTER CORP,,USA
004348,01,19901231,1990,CORNERSTONE NATURAL GAS,,USA
004348,01,19911231,1991,CORNERSTONE NATURAL GAS,,USA
004349,01,19900930,1990,CELLEX BIOSCIENCES INC,,USA
004349,01,19910930,1991,CELLEX BIOSCIENCES INC,,USA
004351,01,19900930,1990,ENERGEN CORP,,USA
004351,01,19910930,1991,ENERGEN CORP,,USA
004352,01,19900630,1990,ENERGY CONVERSION DEV,,USA
004352,01,19910630,1991,ENERGY CONVERSION DEV,,USA
004364,01,19900331,1989,CENTRUM INDUSTRIES INC,,USA
004364,01,19910331,1990,CENTRUM INDUSTRIES INC,,USA
004367,01,19901231,1990,WEATHERFORD INTL PLC,,IRL
004367,01,19911231,1991,WEATHERFORD INTL PLC,,IRL
004369,01,19901231,1990,ENEX RESOURCES CORP,,USA
004369,01,19911231,1991,ENEX RESOURCES CORP,,USA
004371,01,19901231,1990,ENGELHARD CORP,,USA
004371,01,19911231,1991,ENGELHARD CORP,,USA
004372,01,19901031,1990,ENGINEERED SUPPORT SYSTEMS,,USA
004372,01,19911031,1991,ENGINEERED SUPPORT SYSTEMS,,USA
004374,01,19900430,1989,ENGINEERING MEASUREMENTS CO,,USA
004374,01,19910430,1990,ENGINEERING MEASUREMENTS CO,,USA
004381,01,19900930,1990,ENERGYNORTH INC,,USA
004381,01,19910930,1991,ENERGYNORTH INC,,USA
004383,01,19900930,1990,ATMOS ENERGY CORP,,USA
004383,01,19910930,1991,ATMOS ENERGY CORP,,USA
004388,01,19901231,1990,ENGRAPH INC,,USA
004388,01,19911231,1991,ENGRAPH INC,,USA
004390,01,19900228,1989,ENNIS INC,,USA
004390,01,19910228,1990,ENNIS INC,,USA
004393,01,19901231,1990,TXU GAS CO,,USA
004393,01,19911231,1991,TXU GAS CO,,USA
004401,01,19901231,1990,ENTERRA CORP -OLD,,USA
004401,01,19911231,1991,ENTERRA CORP -OLD,,USA
004402,01,19900630,1990,ENTERTAINMENT PUBLISHING CP,,USA
004402,01,19910630,1991,ENTERTAINMENT PUBLISHING CP,,USA
004409,01,19900630,1990,ENZON PHARMACEUTICALS INC,,USA
004409,01,19910630,1991,ENZON PHARMACEUTICALS INC,,USA
004411,01,19900131,1989,KLH COMPUTERS INC,,USA
004411,01,19910131,1990,KLH COMPUTERS INC,,USA
004413,01,19901231,1990,ENVIRONMENT-ONE CORP,,USA
004413,01,19911231,1991,ENVIRONMENT-ONE CORP,,USA
004414,01,19901031,1990,ENVIRONMENTAL SYSTEMS CO,,USA
004414,01,19911031,1991,ENVIRONMENTAL SYSTEMS CO,,USA
004415,01,19900228,1989,ENVIRONMENTAL TECTONICS CORP,,USA
004415,01,19910228,1990,ENVIRONMENTAL TECTONICS CORP,,USA
004416,01,19901231,1990,CHANNEL AMERICA BROADCASTING,,USA
004416,01,19911231,1991,CHANNEL AMERICA BROADCASTING,,USA
004418,01,19900731,1990,ENZO BIOCHEM INC,,USA
004418,01,19910731,1991,ENZO BIOCHEM INC,,USA
004423,01,19901231,1990,EQUIFAX INC,,USA
004423,01,19911231,1991,EQUIFAX INC,,USA
004424,01,19901231,1990,HARRIS & HARRIS GROUP-OLD,,USA
004424,01,19911231,1991,HARRIS & HARRIS GROUP-OLD,,USA
004425,01,19901231,1990,EQUIMARK CORP,,USA
004425,01,19911231,1991,EQUIMARK CORP,,USA
004427,01,19901231,1990,EQUIPMENT CO OF AMERICA,,USA
004430,01,19901231,1990,EQT CORP,,USA
004430,01,19911231,1991,EQT CORP,,USA
004434,01,19901231,1990,EQUITY OIL CO,,USA
004434,01,19911231,1991,EQUITY OIL CO,,USA
004443,01,19901231,1990,OHM CORP,,USA
004443,01,19911231,1991,OHM CORP,,USA
004448,01,19901231,1990,ESCALADE INC,,USA
004448,01,19911231,1991,ESCALADE INC,,USA
004450,01,19900630,1990,ESPEY MFG & ELECTRONICS CORP,,USA
004450,01,19910630,1991,ESPEY MFG & ELECTRONICS CORP,,USA
004453,01,19901231,1990,ESQUIRE RADIO & ELECTRON INC,,USA
004453,01,19911231,1991,ESQUIRE RADIO & ELECTRON INC,,USA
004456,01,19901231,1990,ESSEX CORP,,USA
004456,01,19911231,1991,ESSEX CORP,,USA
004457,01,19900831,1990,ESSEX COUNTY GAS CO,,USA
004457,01,19910831,1991,ESSEX COUNTY GAS CO,,USA
004460,01,19901031,1990,ESTERLINE TECHNOLOGIES CORP,,USA
004460,01,19911031,1991,ESTERLINE TECHNOLOGIES CORP,,USA
004462,01,19901231,1990,NEWMARKET CORP,,USA
004462,01,19911231,1991,NEWMARKET CORP,,USA
004467,01,19901231,1990,EVANS & SUTHERLAND CMP CORP,,USA
004467,01,19911231,1991,EVANS & SUTHERLAND CMP CORP,,USA
004469,01,19900228,1989,EVANS INC,,USA
004469,01,19910228,1990,EVANS INC,,USA
004471,01,19901231,1990,EVEREST&JENNINGS INTL,,USA
004471,01,19911231,1991,EVEREST&JENNINGS INTL,,USA
004473,01,19901231,1990,EVERGOOD PRODUCTS CORP,,USA
004476,01,19900331,1989,EXAR CORP,,USA
004476,01,19910331,1990,EXAR CORP,,USA
004477,01,19900131,1989,CONVERA CORP,,USA
004477,01,19910131,1990,CONVERA CORP,,USA
004479,01,19901231,1990,EXCEL INDUSTRIES INC,,USA
004479,01,19911231,1991,EXCEL INDUSTRIES INC,,USA
004485,01,19901231,1990,KINGSTONE COS INC,,USA
004485,01,19911231,1991,KINGSTONE COS INC,,USA
004494,01,19901231,1990,EXPEDITORS INTL WASH INC,,USA
004494,01,19911231,1991,EXPEDITORS INTL WASH INC,,USA
004496,01,19900831,1990,TXCO RESOURCES INC,,USA
004496,01,19910831,1991,TXCO RESOURCES INC,,USA
004498,01,19900930,1990,INSTEEL INDUSTRIES,,USA
004498,01,19910930,1991,INSTEEL INDUSTRIES,,USA
004503,01,19901231,1990,EXXON MOBIL CORP,,USA
004503,01,19911231,1991,EXXON MOBIL CORP,,USA
004510,01,19901231,1990,FMC CORP,,USA
004510,01,19911231,1991,FMC CORP,,USA
004515,01,19900630,1990,ORLEANS HOMEBUILDERS INC,,USA
004515,01,19910630,1991,ORLEANS HOMEBUILDERS INC,,USA
004517,01,19901231,1990,NEXTERA ENERGY INC,,USA
004517,01,19911231,1991,NEXTERA ENERGY INC,,USA
004520,01,19901130,1990,FAB INDUSTRIES INC,,USA
004520,01,19911130,1991,FAB INDUSTRIES INC,,USA
004526,01,19900630,1990,FABRICLAND INC,,USA
004529,01,19900930,1990,FCS LABS INC,,USA
004530,01,19901130,1990,FDP CORP,,USA
004530,01,19911130,1991,FDP CORP,,USA
004537,01,19911031,1991,FAIR GROUNDS CORP,,USA
004546,01,19901231,1990,FAIRFIELD COMMUNITIES INC,,USA
004546,01,19911231,1991,FAIRFIELD COMMUNITIES INC,,USA
004551,01,19901231,1990,FAIRMOUNT CHEMICAL CO INC,,USA
004552,01,19900131,1989,FALCON OIL & GAS INC,,USA
004552,01,19910131,1990,FALCON OIL & GAS INC,,USA
004553,01,19901031,1990,FALCON PRODUCTS INC,,USA
004553,01,19911031,1991,FALCON PRODUCTS INC,,USA
004560,01,19900831,1990,FAMILY DOLLAR STORES,,USA
004560,01,19910831,1991,FAMILY DOLLAR STORES,,USA
004564,01,19901231,1990,FAMOUS RESTAURANTS INC,,USA
004568,01,19901231,1990,FANSTEEL INC/DE,,USA
004568,01,19911231,1991,FANSTEEL INC/DE,,USA
004572,01,19900131,1989,COVISTA COMMUNICATIONS INC,,USA
004572,01,19910131,1990,COVISTA COMMUNICATIONS INC,,USA
004573,01,19901031,1990,FARAH INC,,USA
004573,01,19911031,1991,FARAH INC,,USA
004579,01,19900630,1990,FARMER BROTHERS CO,,USA
004579,01,19910630,1991,FARMER BROTHERS CO,,USA
004585,01,19901231,1990,FARR CO,,USA
004585,01,19911231,1991,FARR CO,,USA
004589,01,19901231,1990,FAST FOOD OPERATORS INC,,USA
004592,01,19900131,1989,FAYS INC,,USA
004592,01,19910131,1990,FAYS INC,,USA
004595,01,19901231,1990,FEDDERS CORP,,USA
004595,01,19910831,1991,FEDDERS CORP,,USA
004598,01,19900531,1989,FEDEX CORP,,USA
004598,01,19910531,1990,FEDEX CORP,,USA
004600,01,19901231,1990,FEDERAL-MOGUL HOLDINGS CORP,,USA
004600,01,19911231,1991,FEDERAL-MOGUL HOLDINGS CORP,,USA
004601,01,19901231,1990,FEDERAL NATIONAL MORTGA ASSN,,USA
004601,01,19911231,1991,FEDERAL NATIONAL MORTGA ASSN,,USA
004603,01,19901231,1990,FEDERAL PAPER BOARD CO,,USA
004603,01,19911231,1991,FEDERAL PAPER BOARD CO,,USA
004605,01,19901231,1990,FEDERAL REALTY INVESTMENT TR,,USA
004605,01,19911231,1991,FEDERAL REALTY INVESTMENT TR,,USA
004607,01,19900630,1990,FEDERAL SCREW WORKS,,USA
004607,01,19910630,1991,FEDERAL SCREW WORKS,,USA
004608,01,19901231,1990,FEDERAL SIGNAL CORP,,USA
004608,01,19911231,1991,FEDERAL SIGNAL CORP,,USA
004616,01,19901031,1990,FEDERATED PURCHASER INC,,USA
004616,01,19911031,1991,FEDERATED PURCHASER INC,,USA
004622,01,19901231,1990,FERRO CORP,,USA
004622,01,19911231,1991,FERRO CORP,,USA
004629,01,19901231,1990,FIBRONICS INTERNATIONAL INC,,USA
004629,01,19911231,1991,FIBRONICS INTERNATIONAL INC,,USA
004635,01,19901231,1990,FIELDCREST CANNON,,USA
004635,01,19911231,1991,FIELDCREST CANNON,,USA
004639,01,19901231,1990,FIFTH DIMENSION INC,,USA
004639,01,19911231,1991,FIFTH DIMENSION INC,,USA
004640,01,19901231,1990,FIFTH THIRD BANCORP,,USA
004640,01,19911231,1991,FIFTH THIRD BANCORP,,USA
004641,01,19901231,1990,SCOTT TECHNOLOGIES INC,,USA
004641,01,19911231,1991,SCOTT TECHNOLOGIES INC,,USA
004645,01,19901231,1990,SCHAWK INC  -CL A,,USA
004645,01,19911231,1991,SCHAWK INC  -CL A,,USA
004660,01,19901231,1990,DYANSEN CORP,,USA
004660,01,19911231,1991,DYANSEN CORP,,USA
004664,01,19900531,1989,FINGERMATRIX INC,,USA
004664,01,19910531,1990,FINGERMATRIX INC,,USA
004666,01,19900630,1990,INTERACTIVE DATA HLDGS -REDH,,USA
004666,01,19910630,1991,INTERACTIVE DATA HLDGS -REDH,,USA
004671,01,19900430,1989,FIRECOM INC,,USA
004674,01,19901231,1990,REGIONS FINANCIAL CORP,,USA
004674,01,19911231,1991,REGIONS FINANCIAL CORP,,USA
004675,01,19901231,1990,INAMED CORP,,USA
004675,01,19911231,1991,INAMED CORP,,USA
004678,01,19901231,1990,FIRSTMERIT CORP,,USA
004678,01,19911231,1991,FIRSTMERIT CORP,,USA
004679,01,19901231,1990,FIRST AMERICAN CORP/TN,,USA
004679,01,19911231,1991,FIRST AMERICAN CORP/TN,,USA
004680,01,19901231,1990,FIRST OF AMERICA BANK CORP,,USA
004680,01,19911231,1991,FIRST OF AMERICA BANK CORP,,USA
004682,01,19901231,1990,U S BANCORP/DE-OLD,,USA
004682,01,19911231,1991,U S BANCORP/DE-OLD,,USA
004685,01,19901231,1990,TRUSTMARK CORP,,USA
004685,01,19911231,1991,TRUSTMARK CORP,,USA
004687,01,19901231,1990,FIRST CAROLINA INVTS  -OLD,,USA
004687,01,19911231,1991,FIRST CAROLINA INVTS  -OLD,,USA
004689,01,19901231,1990,FIRST CHICAGO CORP,,USA
004689,01,19911231,1991,FIRST CHICAGO CORP,,USA
004690,01,19901231,1990,FIRST CITIZENS BANCSH  -CL A,,USA
004690,01,19911231,1991,FIRST CITIZENS BANCSH  -CL A,,USA
004691,01,19901231,1990,FIRST CITY BANCORP TEX-DEL,,USA
004691,01,19911231,1991,FIRST CITY BANCORP TEX-DEL,,USA
004694,01,19901231,1990,FIRST COMMERCE CORP,,USA
004694,01,19911231,1991,FIRST COMMERCE CORP,,USA
004699,01,19901231,1990,M & T BANK CORP,,USA
004699,01,19911231,1991,M & T BANK CORP,,USA
004700,01,19901231,1990,FIRST FIDELITY BANCORP,,USA
004700,01,19911231,1991,FIRST FIDELITY BANCORP,,USA
004703,01,19901231,1990,FIRST FINANCIAL MGMT CORP,,USA
004703,01,19911231,1991,FIRST FINANCIAL MGMT CORP,,USA
004704,01,19901231,1990,FIRST FLORIDA BANKS INC,,USA
004704,01,19911231,1991,FIRST FLORIDA BANKS INC,,USA
004708,01,19901231,1990,BANCWEST CORP,,USA
004708,01,19911231,1991,BANCWEST CORP,,USA
004710,01,19901231,1990,FIRST INTERSTATE BNCP,,USA
004710,01,19911231,1991,FIRST INTERSTATE BNCP,,USA
004719,01,19900630,1990,CHEMFIRST INC,,USA
004719,01,19910630,1991,CHEMFIRST INC,,USA
004723,01,19901231,1990,U S BANCORP,,USA
004723,01,19911231,1991,U S BANCORP,,USA
004731,01,19910228,1990,MEDIA SOURCE INC,,USA
004736,01,19901231,1990,FIRST SECURITY CORP/DE,,USA
004736,01,19911231,1991,FIRST SECURITY CORP/DE,,USA
004737,01,19901231,1990,FIRST HORIZON NATIONAL CORP,,USA
004737,01,19911231,1991,FIRST HORIZON NATIONAL CORP,,USA
004739,01,19901231,1990,WACHOVIA CORP,,USA
004739,01,19911231,1991,WACHOVIA CORP,,USA
004740,01,19901231,1990,WINTHROP REALTY TRUST,,USA
004740,01,19911231,1991,WINTHROP REALTY TRUST,,USA
004742,01,19901231,1990,FIRST VIRGINIA BANKS INC,,USA
004742,01,19911231,1991,FIRST VIRGINIA BANKS INC,,USA
004743,01,19901231,1990,FIRSTAR CORP-OLD,,USA
004743,01,19911231,1991,FIRSTAR CORP-OLD,,USA
004745,01,19900331,1989,FIRSTCORP INC  -CL A,,USA
004747,01,19901231,1990,FISCHER & PORTER CO,,USA
004747,01,19911231,1991,FISCHER & PORTER CO,,USA
004751,01,19901231,1990,FITCHBURG GAS & ELEC LIGHT,,USA
004751,01,19911231,1991,FITCHBURG GAS & ELEC LIGHT,,USA
004758,01,19900930,1990,FLAMEMASTER CORP,,USA
004758,01,19910930,1991,FLAMEMASTER CORP,,USA
004759,01,19900930,1990,FLANIGANS ENTERPRISES INC,,USA
004759,01,19910930,1991,FLANIGANS ENTERPRISES INC,,USA
004764,01,19901231,1990,FLEETBOSTON FINANCIAL CORP,,USA
004764,01,19911231,1991,FLEETBOSTON FINANCIAL CORP,,USA
004768,01,19900430,1989,FLEETWOOD ENTERPRISES INC,,USA
004768,01,19910430,1990,FLEETWOOD ENTERPRISES INC,,USA
004769,01,19901231,1990,FLEMING COMPANIES INC,,USA
004769,01,19911231,1991,FLEMING COMPANIES INC,,USA
004771,01,19900630,1990,FLEXSTEEL INDUSTRIES INC,,USA
004771,01,19910630,1991,FLEXSTEEL INDUSTRIES INC,,USA
004772,01,19901231,1990,FLEXWATT CORP,,USA
004772,01,19911231,1991,FLEXWATT CORP,,USA
004777,01,19900430,1989,FLIGHT INTERNATIONAL GROUP,,USA
004777,01,19910430,1990,FLIGHT INTERNATIONAL GROUP,,USA
004779,01,19901231,1990,FLIGHTSAFETY INTERNATIONAL,,USA
004779,01,19911231,1991,FLIGHTSAFETY INTERNATIONAL,,USA
004781,01,19901031,1990,FLOATING POINT SYSTEMS INC,,USA
004783,01,19900831,1990,GERALD STEVENS INC,,USA
004783,01,19910831,1991,GERALD STEVENS INC,,USA
004790,01,19901231,1990,FLORIDA EAST COAST INDS,,USA
004790,01,19911231,1991,FLORIDA EAST COAST INDS,,USA
004793,01,19900228,1989,FLORIDA GLASS INDUSTRIES INC,,USA
004797,01,19901231,1990,FLORIDA PARTNERS CORP,,USA
004800,01,19901231,1990,FLORIDA PROGRESS CORP,,USA
004800,01,19911231,1991,FLORIDA PROGRESS CORP,,USA
004801,01,19901231,1990,FLORIDA PUBLIC UTILITIES CO,,USA
004801,01,19911231,1991,FLORIDA PUBLIC UTILITIES CO,,USA
004802,01,19900930,1990,FLORIDA ROCK INDUSTRIES INC,,USA
004802,01,19910930,1991,FLORIDA ROCK INDUSTRIES INC,,USA
004806,01,19900630,1990,GRC INTL INC,,USA
004806,01,19910630,1991,GRC INTL INC,,USA
004807,01,19900430,1989,FLOW INTL CORP,,USA
004807,01,19910430,1990,FLOW INTL CORP,,USA
004809,01,19900630,1990,FLOWERS FOODS INC,,USA
004809,01,19910630,1991,FLOWERS FOODS INC,,USA
004817,01,19900930,1990,FLUKE CORP,,USA
004817,01,19910930,1991,FLUKE CORP,,USA
004818,01,19901031,1990,FLUOR CORP,,USA
004818,01,19911031,1991,FLUOR CORP,,USA
004819,01,19900131,1989,FURON CO,,USA
004819,01,19910131,1990,FURON CO,,USA
004826,01,19900630,1990,FONAR CORP,,USA
004826,01,19910630,1991,FONAR CORP,,USA
004828,01,19901231,1990,DELHAIZE AMERICA INC,,USA
004828,01,19911231,1991,DELHAIZE AMERICA INC,,USA
004830,01,19901031,1990,FOODARAMA SUPERMARKETS,,USA
004830,01,19911031,1991,FOODARAMA SUPERMARKETS,,USA
004834,01,19901231,1990,TRUE NORTH COMMUNICATIONS,,USA
004834,01,19911231,1991,TRUE NORTH COMMUNICATIONS,,USA
004836,01,19901231,1990,FOOTHILL GROUP INC  -CL A,,USA
004836,01,19911231,1991,FOOTHILL GROUP INC  -CL A,,USA
004837,01,19901231,1990,FOR BETTER LIVING INC,,USA
004837,01,19911231,1991,FOR BETTER LIVING INC,,USA
004839,01,19901231,1990,FORD MOTOR CO,,USA
004839,01,19911231,1991,FORD MOTOR CO,,USA
004842,01,19900131,1989,FOREST CITY REALTY TRUST INC,,USA
004842,01,19910131,1990,FOREST CITY REALTY TRUST INC,,USA
004843,01,19900331,1989,FOREST LABORATORIES  -CL A,,USA
004843,01,19910331,1990,FOREST LABORATORIES  -CL A,,USA
004844,01,19901231,1990,FOREST OIL CORP -OLD,,USA
004844,01,19911231,1991,FOREST OIL CORP -OLD,,USA
004845,01,19900228,1989,TRACE PRODUCTS,,USA
004847,01,19901231,1990,SWISS ARMY BRANDS INC,,USA
004847,01,19911231,1991,SWISS ARMY BRANDS INC,,USA
004854,01,19901231,1990,CONNECTIVITY TECHNOLGIES INC,,USA
004854,01,19911231,1991,CONNECTIVITY TECHNOLGIES INC,,USA
004856,01,19900331,1989,FORUM GROUP INC,,USA
004856,01,19910331,1990,FORUM GROUP INC,,USA
004860,01,19901231,1990,FOSTER (LB) CO,,USA
004860,01,19911231,1991,FOSTER (LB) CO,,USA
004864,01,19901231,1990,FOSTER WHEELER AG,,CHE
004864,01,19911231,1991,FOSTER WHEELER AG,,CHE
004878,01,19901231,1990,FRANKLIN MINING INC,,USA
004878,01,19911231,1991,FRANKLIN MINING INC,,USA
004881,01,19901231,1990,FRANKLIN ELECTRIC CO INC,,USA
