GVKEY,LIID,datadate,fyear,conm,adrr,fic
003246,01,19910831,1991,COMMERCIAL METALS,,USA
003248,01,19901031,1990,COMMERCIAL INTERTECH,,USA
003248,01,19911031,1991,COMMERCIAL INTERTECH,,USA
003253,01,19900630,1990,COMMODORE INTL LTD,,BHS
003253,01,19910630,1991,COMMODORE INTL LTD,,BHS
003255,01,19901231,1990,UNICOM CORP,,USA
003255,01,19911231,1991,UNICOM CORP,,USA
003257,01,19901231,1990,COMMONWEALTH ENERGY SYSTEM,,USA
003257,01,19911231,1991,COMMONWEALTH ENERGY SYSTEM,,USA
003265,01,19901231,1990,COMMONWLTH TELE ENTER,,USA
003265,01,19911231,1991,COMMONWLTH TELE ENTER,,USA
003270,01,19900331,1989,CTI GROUP HOLDINGS INC,,USA
003270,01,19910331,1990,CTI GROUP HOLDINGS INC,,USA
003273,01,19901231,1990,COMSAT CORP  -SER 1,,USA
003273,01,19911231,1991,COMSAT CORP  -SER 1,,USA
003275,01,19901231,1990,COMMUNICATIONS SYSTEMS INC,,USA
003275,01,19911231,1991,COMMUNICATIONS SYSTEMS INC,,USA
003276,01,19901130,1990,TRANSITIONAL HOSPITALS CP,,USA
003276,01,19911130,1991,TRANSITIONAL HOSPITALS CP,,USA
003277,01,19900331,1989,GROUP 1 SOFTWARE INC,,USA
003277,01,19910331,1990,GROUP 1 SOFTWARE INC,,USA
003278,01,19900131,1989,AVIS BUDGET GROUP INC,,USA
003278,01,19910131,1990,AVIS BUDGET GROUP INC,,USA
003282,01,19901231,1990,COMPAQ COMPUTER CORP,,USA
003282,01,19911231,1991,COMPAQ COMPUTER CORP,,USA
003288,01,19900531,1989,COMPREHENSIVE CARE CORP,,USA
003288,01,19910531,1990,COMPREHENSIVE CARE CORP,,USA
003289,01,19901231,1990,COMPRESSION LABS,,USA
003289,01,19911231,1991,COMPRESSION LABS,,USA
003291,01,19900331,1989,COMPTEK RESEARCH INC,,USA
003291,01,19910331,1990,COMPTEK RESEARCH INC,,USA
003297,01,19901231,1990,COMPUDYNE CORP,,USA
003297,01,19911231,1991,COMPUDYNE CORP,,USA
003304,01,19900630,1990,COMPUTER COMMUNICATIONS INC,,USA
003304,01,19910630,1991,COMPUTER COMMUNICATIONS INC,,USA
003306,01,19900630,1990,COMPUTER AUTOMATION INC,,USA
003306,01,19910630,1991,COMPUTER AUTOMATION INC,,USA
003308,01,19900930,1990,COMPUTER FACTORY INC,,USA
003310,01,19900331,1989,CA INC,,USA
003310,01,19910331,1990,CA INC,,USA
003311,01,19901231,1990,PURE WORLD INC,,USA
003311,01,19911231,1991,PURE WORLD INC,,USA
003315,01,19900630,1990,COMPUTER DATA SYSTEMS INC,,USA
003315,01,19910630,1991,COMPUTER DATA SYSTEMS INC,,USA
003325,01,19901231,1990,COMPUTER LANGUAGE RESEARCH,,USA
003325,01,19911231,1991,COMPUTER LANGUAGE RESEARCH,,USA
003333,01,19901231,1990,ARTESYN TECHNOLOGIES INC,,USA
003333,01,19911231,1991,ARTESYN TECHNOLOGIES INC,,USA
003334,01,19900831,1990,COMPUTER RESEARCH INC,,USA
003334,01,19910831,1991,COMPUTER RESEARCH INC,,USA
003336,01,19900331,1989,DXC TECHNOLOGY CO,,USA
003336,01,19910331,1990,DXC TECHNOLOGY CO,,USA
003342,01,19901231,1990,COMPUTER TASK GROUP INC,,USA
003342,01,19911231,1991,COMPUTER TASK GROUP INC,,USA
003343,01,19900331,1989,CTC COMMUNICATIONS GROUP INC,,USA
003343,01,19910331,1990,CTC COMMUNICATIONS GROUP INC,,USA
003354,01,19900131,1989,COMPUTRAC INC,,USA
003354,01,19910131,1990,COMPUTRAC INC,,USA
003362,01,19900531,1989,CONAGRA BRANDS INC,,USA
003362,01,19910531,1990,CONAGRA BRANDS INC,,USA
003365,01,19901231,1990,COMPUTER HORIZONS CORP,,USA
003365,01,19911231,1991,COMPUTER HORIZONS CORP,,USA
003366,01,19900630,1990,COMSHARE INC,,USA
003366,01,19910630,1991,COMSHARE INC,,USA
003367,01,19900630,1990,COMTEX NEWS NETWORK INC,,USA
003368,01,19901231,1990,COMPUTER IDENTICS CORP,,USA
003368,01,19911231,1991,COMPUTER IDENTICS CORP,,USA
003370,01,19900331,1989,COMTREX SYSTEMS CORP,,USA
003370,01,19910331,1990,COMTREX SYSTEMS CORP,,USA
003373,01,19900930,1990,CONCORD EFS INC,,USA
003373,01,19910930,1991,CONCORD EFS INC,,USA
003391,01,19900930,1990,CONNECTICUT ENERGY CORP,,USA
003391,01,19910930,1991,CONNECTICUT ENERGY CORP,,USA
003393,01,19901231,1990,CTG RESOURCES INC,,USA
003393,01,19910930,1991,CTG RESOURCES INC,,USA
003394,01,19901231,1990,CONNECTICUT WATER SVC INC,,USA
003394,01,19911231,1991,CONNECTICUT WATER SVC INC,,USA
003400,01,19901231,1990,CONQUEST EXPLORATION CO,,USA
003413,01,19901231,1990,CONSOLIDATED EDISON INC,,USA
003413,01,19911231,1991,CONSOLIDATED EDISON INC,,USA
003415,01,19900630,1990,CFI INDUSTRIES INC,,USA
003415,01,19910630,1991,CFI INDUSTRIES INC,,USA
003416,01,19901231,1990,CON-WAY INC,,USA
003416,01,19911231,1991,CON-WAY INC,,USA
003419,01,19901231,1990,CONSOLIDATED NATURAL GAS CO,,USA
003419,01,19911231,1991,CONSOLIDATED NATURAL GAS CO,,USA
003422,01,19901231,1990,CONSOLIDATED PAPERS INC,,USA
003422,01,19911231,1991,CONSOLIDATED PAPERS INC,,USA
003424,01,19900930,1990,BIGLARI HOLDINGS INC,,USA
003424,01,19910930,1991,BIGLARI HOLDINGS INC,,USA
003426,01,19901231,1990,CONRAIL INC,,USA
003426,01,19911231,1991,CONRAIL INC,,USA
003429,01,19901231,1990,CTO REALTY GROWTH INC,,USA
003429,01,19911231,1991,CTO REALTY GROWTH INC,,USA
003431,01,19901231,1990,CONSTELLATION BANCORP,,USA
003431,01,19911231,1991,CONSTELLATION BANCORP,,USA
003432,01,19900531,1989,CONSUL RESTAURANT CORP,,USA
003432,01,19910531,1990,CONSUL RESTAURANT CORP,,USA
003434,01,19911231,1991,CONSUMAT ENVIRONMENTAL,,USA
003439,01,19901231,1990,CMS ENERGY CORP,,USA
003439,01,19911231,1991,CMS ENERGY CORP,,USA
003441,01,19901231,1990,SUMITOMO BANK OF CALIFORNIA,,USA
003441,01,19911231,1991,SUMITOMO BANK OF CALIFORNIA,,USA
003444,01,19901231,1990,CONSUMERS WATER CO,,USA
003444,01,19911231,1991,CONSUMERS WATER CO,,USA
003459,01,19901231,1990,CONTINENTAL CORP,,USA
003459,01,19911231,1991,CONTINENTAL CORP,,USA
003461,01,19901231,1990,KUALA HEALTHCARE INC,,USA
003461,01,19911231,1991,KUALA HEALTHCARE INC,,USA
003463,01,19901231,1990,CONTINENTAL BANK CORP,,USA
003463,01,19911231,1991,CONTINENTAL BANK CORP,,USA
003465,01,19901231,1990,CONTINENTAL MATERIALS CORP,,USA
003465,01,19911231,1991,CONTINENTAL MATERIALS CORP,,USA
003478,01,19900331,1989,CONTINUUM INC,,USA
003478,01,19910331,1990,CONTINUUM INC,,USA
003480,01,19901231,1990,CERIDIAN CORP,,USA
003480,01,19911231,1991,CERIDIAN CORP,,USA
003482,01,19901231,1990,WELLSTEAD INDUSTRIES INC,,USA
003482,01,19911231,1991,WELLSTEAD INDUSTRIES INC,,USA
003491,01,19901231,1990,BLOCKBUSTER ENMNT CORP,,USA
003491,01,19911231,1991,BLOCKBUSTER ENMNT CORP,,USA
003497,01,19901231,1990,COOPER INDUSTRIES PLC,,IRL
003497,01,19911231,1991,COOPER INDUSTRIES PLC,,IRL
003502,01,19901231,1990,COOPER TIRE & RUBBER CO,,USA
003502,01,19911231,1991,COOPER TIRE & RUBBER CO,,USA
003503,01,19901031,1990,COOPER DEVELOPMENT CO,,USA
003503,01,19911031,1991,COOPER DEVELOPMENT CO,,USA
003504,01,19901031,1990,COOPER COS INC (THE),,USA
003504,01,19911031,1991,COOPER COS INC (THE),,USA
003505,01,19901231,1990,MOLSON COORS BEVERAGE CO,,USA
003505,01,19911231,1991,MOLSON COORS BEVERAGE CO,,USA
003515,01,19901231,1990,INTELLIGENT COMM ENTR -OLD,,USA
003515,01,19911231,1991,INTELLIGENT COMM ENTR -OLD,,USA
003518,01,19901231,1990,CORCOM INC,,USA
003518,01,19911231,1991,CORCOM INC,,USA
003520,01,19900630,1990,CORDIS CORP,,USA
003520,01,19910630,1991,CORDIS CORP,,USA
003524,01,19900831,1990,CORE INDUSTRIES INC,,USA
003524,01,19910831,1991,CORE INDUSTRIES INC,,USA
003527,01,19901231,1990,CORESTATES FINANCIAL CORP,,USA
003527,01,19911231,1991,CORESTATES FINANCIAL CORP,,USA
003532,01,19901231,1990,CORNING INC,,USA
003532,01,19911231,1991,CORNING INC,,USA
003537,01,19900228,1989,CORPORATE DATA SCIENCES INC,,USA
003547,01,19901231,1990,COSMO COMMUNICATIONS CORP,,USA
003547,01,19911231,1991,COSMO COMMUNICATIONS CORP,,USA
003555,01,19900228,1989,COUNTRYWIDE FINANCIAL CORP,,USA
003555,01,19910228,1990,COUNTRYWIDE FINANCIAL CORP,,USA
003556,01,19900930,1990,COURIER CORP,,USA
003556,01,19910930,1991,COURIER CORP,,USA
003557,01,19900630,1990,COURIER DISPATCH GROUP INC,,USA
003557,01,19910630,1991,COURIER DISPATCH GROUP INC,,USA
003562,01,19901231,1990,COUSINS PROPERTIES INC,,USA
003562,01,19911231,1991,COUSINS PROPERTIES INC,,USA
003564,01,19901231,1990,COVINGTON DEV GROUP INC,,USA
003564,01,19911231,1991,COVINGTON DEV GROUP INC,,USA
003570,01,19900731,1990,CRACKER BARREL OLD CTRY STOR,,USA
003570,01,19910731,1991,CRACKER BARREL OLD CTRY STOR,,USA
003574,01,19900930,1990,CRAIG CORP,,USA
003574,01,19910930,1991,CRAIG CORP,,USA
003580,01,19901231,1990,CRANE CO,,USA
003580,01,19911231,1991,CRANE CO,,USA
003581,01,19901231,1990,CRAWFORD & CO,,USA
003581,01,19911231,1991,CRAWFORD & CO,,USA
003586,01,19901231,1990,CRAY RESEARCH,,USA
003586,01,19911231,1991,CRAY RESEARCH,,USA
003594,01,19901031,1990,CREDO PETROLEUM CORP,,USA
003594,01,19911031,1991,CREDO PETROLEUM CORP,,USA
003600,01,19900531,1989,CRESTED CORP,,USA
003600,01,19910531,1990,CRESTED CORP,,USA
003601,01,19900630,1990,CRESTEK INC,,USA
003607,01,19901231,1990,CHEMTURA CORP,,USA
003607,01,19911231,1991,CHEMTURA CORP,,USA
003609,01,19901231,1990,BRC HOLDINGS INC,,USA
003609,01,19911231,1991,BRC HOLDINGS INC,,USA
003610,01,19900930,1990,CROSS & TRECKER CORP,,USA
003612,01,19901231,1990,COSTA INC   -CL A,,USA
003612,01,19911231,1991,COSTA INC   -CL A,,USA
003615,01,19900131,1989,CROWLEY MILNER & CO,,USA
003615,01,19910131,1990,CROWLEY MILNER & CO,,USA
003617,01,19900131,1989,CROWN BOOKS CORP,,USA
003617,01,19910131,1990,CROWN BOOKS CORP,,USA
003618,01,19901231,1990,CROWN CENTRAL PETROL  -CL B,,USA
003618,01,19911231,1991,CROWN CENTRAL PETROL  -CL B,,USA
003619,01,19901231,1990,CROWN HOLDINGS INC,,USA
003619,01,19911231,1991,CROWN HOLDINGS INC,,USA
003622,01,19900331,1989,CROWN CRAFTS INC,,USA
003622,01,19910331,1990,CROWN CRAFTS INC,,USA
003625,01,19901231,1990,CROWN RESOURCES CORP,,USA
003625,01,19911231,1991,CROWN RESOURCES CORP,,USA
003628,01,19900831,1990,CROWNAMERICA INC,,USA
003628,01,19910831,1991,CROWNAMERICA INC,,USA
003637,01,19901231,1990,CRYSTAL GAS STORAGE INC,,USA
003637,01,19911231,1991,CRYSTAL GAS STORAGE INC,,USA
003639,01,19900930,1990,CUBIC CORP,,USA
003639,01,19910930,1991,CUBIC CORP,,USA
003640,01,19900630,1990,CUCOS INC,,USA
003640,01,19910630,1991,CUCOS INC,,USA
003642,01,19901130,1990,CULBRO CORP,,USA
003642,01,19911130,1991,CULBRO CORP,,USA
003643,01,19901231,1990,CULLEN/FROST BANKERS INC,,USA
003643,01,19911231,1991,CULLEN/FROST BANKERS INC,,USA
003647,01,19900430,1989,CULP INC,,USA
003647,01,19910430,1990,CULP INC,,USA
003650,01,19901231,1990,CUMMINS INC,,USA
003650,01,19911231,1991,CUMMINS INC,,USA
003657,01,19900630,1990,CURTICE-BURNS FOOD  -CL A,,USA
003657,01,19910630,1991,CURTICE-BURNS FOOD  -CL A,,USA
003662,01,19901231,1990,CURTISS-WRIGHT CORP,,USA
003662,01,19911231,1991,CURTISS-WRIGHT CORP,,USA
003668,01,19900630,1990,XO LOGIC INC,,USA
003668,01,19910630,1991,XO LOGIC INC,,USA
003674,01,19900331,1989,CYBERTEK CORP,,USA
003674,01,19910331,1990,CYBERTEK CORP,,USA
003683,01,19901231,1990,CYCARE SYSTEMS INC,,USA
003683,01,19911231,1991,CYCARE SYSTEMS INC,,USA
003684,01,19901231,1990,AXIOHM TRANSACTION SOLUTIONS,,USA
003684,01,19911231,1991,AXIOHM TRANSACTION SOLUTIONS,,USA
003686,01,19900630,1990,DBA SYSTEMS INC,,USA
003686,01,19910630,1991,DBA SYSTEMS INC,,USA
003689,01,19901231,1990,DISCOUNT CORP NY/DEL,,USA
003689,01,19911231,1991,DISCOUNT CORP NY/DEL,,USA
003691,01,19901231,1990,GT BIOPHARMA INC,,USA
003691,01,19911231,1991,GT BIOPHARMA INC,,USA
003693,01,19900731,1990,DEP CORP,,USA
003693,01,19910731,1991,DEP CORP,,USA
003700,01,19900831,1990,DMI FURNITURE INC,,USA
003700,01,19910831,1991,DMI FURNITURE INC,,USA
003702,01,19901231,1990,DNA PLANT TECHNOLOGY CORP,,USA
003702,01,19911231,1991,DNA PLANT TECHNOLOGY CORP,,USA
003703,01,19901231,1990,D O C OPTICS CORP,,USA
003703,01,19911231,1991,D O C OPTICS CORP,,USA
003705,01,19901231,1990,DSC COMMUNICATIONS CORP,,USA
003705,01,19911231,1991,DSC COMMUNICATIONS CORP,,USA
003708,01,19900430,1989,WENDY'S CO,,USA
003708,01,19910430,1990,WENDY'S CO,,USA
003711,01,19900731,1990,SENSYTECH INC,,USA
003711,01,19910731,1991,SENSYTECH INC,,USA
003712,01,19901231,1990,DAHLBERG INC,,USA
003712,01,19911231,1991,DAHLBERG INC,,USA
003713,01,19900131,1989,DAIRY MART CONVENIENCE STRS,,USA
003713,01,19910131,1990,DAIRY MART CONVENIENCE STRS,,USA
003715,01,19900930,1990,DAIG CORP,,USA
003715,01,19910930,1991,DAIG CORP,,USA
003730,01,19911231,1991,DAMON CORP,,USA
003734,01,19901231,1990,DANA INC,,USA
003734,01,19911231,1991,DANA INC,,USA
003735,01,19901231,1990,DANAHER CORP,,USA
003735,01,19911231,1991,DANAHER CORP,,USA
003736,01,19900930,1990,DANIEL INDUSTRIES,,USA
003736,01,19910930,1991,DANIEL INDUSTRIES,,USA
003747,01,19900131,1989,DART GROUP CORP  -CL A,,USA
003747,01,19910131,1990,DART GROUP CORP  -CL A,,USA
003751,01,19901130,1990,DASH INDUSTRIES INC,,USA
003751,01,19911130,1991,DASH INDUSTRIES INC,,USA
003756,01,19900630,1990,SMTEK INTERNATIONAL INC,,USA
003756,01,19910630,1991,SMTEK INTERNATIONAL INC,,USA
003760,01,19900930,1990,DATA GENERAL CORP,,USA
003760,01,19910930,1991,DATA GENERAL CORP,,USA
003761,01,19901231,1990,DATA I/O CORP,,USA
003761,01,19911231,1991,DATA I/O CORP,,USA
003762,01,19901231,1990,UNITED SYSTEMS TECHNOLOGY,,USA
003762,01,19911231,1991,UNITED SYSTEMS TECHNOLOGY,,USA
003765,01,19901231,1990,COSTAR CORP,,USA
003765,01,19911231,1991,COSTAR CORP,,USA
003769,01,19901231,1990,INRANGE TECHNOLOGIES CORP,,USA
003769,01,19911231,1991,INRANGE TECHNOLOGIES CORP,,USA
003772,01,19900331,1989,DATAFLEX CORP,,USA
003772,01,19910331,1990,DATAFLEX CORP,,USA
003773,01,19901231,1990,DATAKEY INC,,USA
003773,01,19911231,1991,DATAKEY INC,,USA
003776,01,19901130,1990,MEDIA 100 INC,,USA
003776,01,19911130,1991,MEDIA 100 INC,,USA
003779,01,19900930,1990,DATAMARINE INTL INC,,USA
003779,01,19910930,1991,DATAMARINE INTL INC,,USA
003781,01,19901031,1990,DATAMETRICS CORP,,USA
003781,01,19911031,1991,DATAMETRICS CORP,,USA
003782,01,19900731,1990,CATTLESALE CO,,USA
003782,01,19910731,1991,CATTLESALE CO,,USA
003785,01,19900430,1989,DATARAM CORP - OLD,,USA
003785,01,19910430,1990,DATARAM CORP - OLD,,USA
003786,01,19900630,1990,DATASCOPE CORP,,USA
003786,01,19910630,1991,DATASCOPE CORP,,USA
003787,01,19901231,1990,DATASOUTH COMPUTER CORP,,USA
003787,01,19911231,1991,DATASOUTH COMPUTER CORP,,USA
003789,01,19901231,1990,DATATAB INC,,USA
003789,01,19911231,1991,DATATAB INC,,USA
003792,01,19900930,1990,DATAVISION INC,,USA
003793,01,19901231,1990,SCIENTIFIC TECHNOLOGIES INC,,USA
003793,01,19911231,1991,SCIENTIFIC TECHNOLOGIES INC,,USA
003796,01,19900331,1989,DATRON SYSTEMS INC/DE,,USA
003796,01,19910331,1990,DATRON SYSTEMS INC/DE,,USA
003798,01,19901231,1990,DATUM INC,,USA
003798,01,19911231,1991,DATUM INC,,USA
003799,01,19901231,1990,DAUPHIN DEPOSIT CORP,,USA
003799,01,19911231,1991,DAUPHIN DEPOSIT CORP,,USA
003805,01,19900430,1989,DAVIS WATER & WASTE,,USA
003805,01,19910430,1990,DAVIS WATER & WASTE,,USA
003806,01,19900930,1990,DAWSON GEOPHYSICAL CO,,USA
003806,01,19910930,1991,DAWSON GEOPHYSICAL CO,,USA
003807,01,19901231,1990,DAXOR CORP,,USA
003807,01,19911231,1991,DAXOR CORP,,USA
003811,01,19900228,1989,THERMAFREEZE PRODUCTS CORP,,USA
003811,01,19910228,1990,THERMAFREEZE PRODUCTS CORP,,USA
003813,01,19900131,1989,TARGET CORP,,USA
003813,01,19910131,1990,TARGET CORP,,USA
003814,01,19901231,1990,DPL INC,,USA
003814,01,19911231,1991,DPL INC,,USA
003819,01,19900930,1990,DE ROSE INDUSTRIES,,USA
003819,01,19910930,1991,DE ROSE INDUSTRIES,,USA
003820,01,19901231,1990,VIEWTRAN GROUP INC,,CYM
003820,01,19911231,1991,VIEWTRAN GROUP INC,,CYM
003821,01,19900531,1989,DEAN FOODS CO  -OLD,,USA
003821,01,19910531,1990,DEAN FOODS CO  -OLD,,USA
003824,01,19900131,1989,DEB SHOPS INC,,USA
003824,01,19910131,1990,DEB SHOPS INC,,USA
003829,01,19900430,1989,DECISION SYSTEMS INC,,USA
003831,01,19900930,1990,DECOM SYSTEMS INC,,USA
003831,01,19910930,1991,DECOM SYSTEMS INC,,USA
003833,01,19901231,1990,DECORATOR INDUSTRIES INC,,USA
003833,01,19911231,1991,DECORATOR INDUSTRIES INC,,USA
003835,01,19901031,1990,DEERE & CO,,USA
003835,01,19911031,1991,DEERE & CO,,USA
003837,01,19901231,1990,DEKALB ENERGY CO  -CL B,,USA
003837,01,19911231,1991,DEKALB ENERGY CO  -CL B,,USA
003839,01,19900731,1990,DGT HOLDINGS CORP,,USA
003839,01,19910731,1991,DGT HOLDINGS CORP,,USA
003840,01,19901231,1990,DEL LABORATORIES INC,,USA
003840,01,19911231,1991,DEL LABORATORIES INC,,USA
003842,01,19901231,1990,DVL INC,,USA
003842,01,19911231,1991,DVL INC,,USA
003844,01,19900630,1990,DELCHAMPS INC,,USA
003844,01,19910630,1991,DELCHAMPS INC,,USA
003848,01,19901231,1990,CONECTIV INC,,USA
003848,01,19911231,1991,CONECTIV INC,,USA
003849,01,19901231,1990,FRESENIUS USA INC,,USA
003849,01,19911231,1991,FRESENIUS USA INC,,USA
003851,01,19900630,1990,DELTA AIR LINES INC,,USA
003851,01,19910630,1991,DELTA AIR LINES INC,,USA
003855,01,19900630,1990,DELTA NATURAL GAS CO INC,,USA
003855,01,19910630,1991,DELTA NATURAL GAS CO INC,,USA
003861,01,19901231,1990,DELTONA CORP,,USA
003861,01,19911231,1991,DELTONA CORP,,USA
003863,01,19901231,1990,DELUXE CORP,,USA
003863,01,19911231,1991,DELUXE CORP,,USA
003872,01,19901231,1990,HYDRON TECHNOLOGIES INC,,USA
003872,01,19911231,1991,HYDRON TECHNOLOGIES INC,,USA
003878,01,19901231,1990,DEPOSIT GUARANTY CORP,,USA
003878,01,19911231,1991,DEPOSIT GUARANTY CORP,,USA
003885,01,19900831,1990,DESIGNATRONICS INC,,USA
003885,01,19910831,1991,DESIGNATRONICS INC,,USA
003886,01,19900228,1989,GRISTEDES FOODS INC,,USA
003886,01,19910228,1990,GRISTEDES FOODS INC,,USA
003888,01,19901231,1990,DE SOTO INC,,USA
003888,01,19911231,1991,DE SOTO INC,,USA
003892,01,19900331,1989,DETECTION SYSTEMS INC,,USA
003892,01,19910331,1990,DETECTION SYSTEMS INC,,USA
003895,01,19901231,1990,DETREX CORP,,USA
003895,01,19911231,1991,DETREX CORP,,USA
003896,01,19901031,1990,DETROIT & CANADA TUNNEL CORP,,USA
003896,01,19911031,1991,DETROIT & CANADA TUNNEL CORP,,USA
003905,01,19910630,1991,ADTALEM GLOBAL EDUCATION INC,,USA
003911,01,19901231,1990,DEXTER CORP,,USA
003911,01,19911231,1991,DEXTER CORP,,USA
003916,01,19900630,1990,LIFECORE BIOMEDICAL INC,,USA
003916,01,19910630,1991,LIFECORE BIOMEDICAL INC,,USA
003917,01,19901231,1990,DIAGNOSTIC PRODUCTS CORP,,USA
003917,01,19911231,1991,DIAGNOSTIC PRODUCTS CORP,,USA
003918,01,19900331,1989,DRS TECHNOLOGIES INC,,USA
003918,01,19910331,1990,DRS TECHNOLOGIES INC,,USA
003930,01,19901231,1990,MAXUS ENERGY CORP,,USA
003930,01,19911231,1991,MAXUS ENERGY CORP,,USA
003933,01,19900331,1989,QUENTRA NETWORKS INC,,USA
003933,01,19910331,1990,QUENTRA NETWORKS INC,,USA
003936,01,19900331,1989,DIAGNOSTEK INC,,USA
003936,01,19910331,1990,DIAGNOSTEK INC,,USA
003937,01,19900630,1990,PYXUS INTERNATIONAL INC,,USA
003937,01,19910630,1991,PYXUS INTERNATIONAL INC,,USA
003938,01,19900930,1990,ELEXSYS INTERNATIONAL INC,,USA
003938,01,19910930,1991,ELEXSYS INTERNATIONAL INC,,USA
003946,01,19901231,1990,DIEBOLD NIXDORF INC,,USA
003946,01,19911231,1991,DIEBOLD NIXDORF INC,,USA
003948,01,19900531,1989,DRX INC,,USA
003948,01,19910531,1990,DRX INC,,USA
003955,01,19900630,1990,DIGITAL EQUIPMENT,,USA
003955,01,19910630,1991,DIGITAL EQUIPMENT,,USA
003957,01,19900331,1989,DIGITAL PRODUCTS CORP,,USA
003957,01,19910331,1990,DIGITAL PRODUCTS CORP,,USA
003961,01,19900630,1990,DIGITAL COMMUNICATIONS ASSC,,USA
003961,01,19910630,1991,DIGITAL COMMUNICATIONS ASSC,,USA
003963,01,19900731,1990,DIGITAL TRANSMISSION  -CL A,,USA
003964,01,19900131,1989,DILLARDS INC  -CL A,,USA
003964,01,19910131,1990,DILLARDS INC  -CL A,,USA
003969,01,19900430,1989,DIODES INC,,USA
003969,01,19901231,1990,DIODES INC,,USA
003969,01,19911231,1991,DIODES INC,,USA
003971,01,19900630,1990,DIONEX CORP,,USA
003971,01,19910630,1991,DIONEX CORP,,USA
003979,01,19901231,1990,PEERLESS INDUSTRIAL GRP INC,,USA
003979,01,19911231,1991,PEERLESS INDUSTRIAL GRP INC,,USA
003980,01,19900930,1990,DISNEY (WALT) CO,,USA
003980,01,19910930,1991,DISNEY (WALT) CO,,USA
003986,01,19901031,1990,DISTRIBUTED LOGIC CORP,,USA
003986,01,19911031,1991,DISTRIBUTED LOGIC CORP,,USA
003994,01,19901031,1990,DIVERSIFIED INDUSTRIES INC,,USA
003994,01,19911031,1991,DIVERSIFIED INDUSTRIES INC,,USA
003999,01,19900430,1989,DIVI HOTELS NV,,ANT
004001,01,19901231,1990,DIXIE GROUP INC,,USA
004001,01,19911231,1991,DIXIE GROUP INC,,USA
004005,01,19900930,1990,DIXON TICONDEROGA CO,,USA
004005,01,19910930,1991,DIXON TICONDEROGA CO,,USA
004008,01,19900430,1989,DOCUGRAPHIX INC,,USA
004008,01,19910430,1990,DOCUGRAPHIX INC,,USA
004009,01,19901031,1990,DOAK PHARMACAL CO INC,,USA
004009,01,19911031,1991,DOAK PHARMACAL CO INC,,USA
004016,01,19900131,1989,DOLLAR GENERAL CORP,,USA
004016,01,19910131,1990,DOLLAR GENERAL CORP,,USA
004024,01,19901231,1990,DOMINGUEZ SERVICES CORP,,USA
004024,01,19911231,1991,DOMINGUEZ SERVICES CORP,,USA
004025,01,19901231,1990,DOMINION BANKSHARES CORP,,USA
004025,01,19911231,1991,DOMINION BANKSHARES CORP,,USA
004029,01,19901231,1990,DOMINION ENERGY INC,,USA
004029,01,19911231,1991,DOMINION ENERGY INC,,USA
004036,01,19900731,1990,DONALDSON CO INC,,USA
004036,01,19910731,1991,DONALDSON CO INC,,USA
004040,01,19901231,1990,DONNELLEY (R R) & SONS CO,,USA
004040,01,19911231,1991,DONNELLEY (R R) & SONS CO,,USA
004049,01,19901231,1990,CONSTAR INTERNATIONAL INC,,USA
004049,01,19911231,1991,CONSTAR INTERNATIONAL INC,,USA
004051,01,19900630,1990,WIND ENERGY AMERICA INC,,USA
004051,01,19910630,1991,WIND ENERGY AMERICA INC,,USA
004052,01,19900831,1990,ESCALERA RESOURCES CO,,USA
004052,01,19910831,1991,ESCALERA RESOURCES CO,,USA
004054,01,19901231,1990,DOUGHTIE'S FOODS INC,,USA
004054,01,19911231,1991,DOUGHTIE'S FOODS INC,,USA
004055,01,19901231,1990,DOUGLAS & LOMASON CO,,USA
004055,01,19911231,1991,DOUGLAS & LOMASON CO,,USA
004058,01,19901231,1990,DOVER CORP,,USA
004058,01,19911231,1991,DOVER CORP,,USA
004060,01,19901231,1990,DUPONT DE NEMOURS INC,,USA
004060,01,19911231,1991,DUPONT DE NEMOURS INC,,USA
004062,01,19901231,1990,DOW JONES & CO INC,,USA
004062,01,19911231,1991,DOW JONES & CO INC,,USA
004065,01,19901231,1990,DOWNEY FINANCIAL CORP,,USA
004065,01,19911231,1991,DOWNEY FINANCIAL CORP,,USA
004066,01,19901231,1990,OMNICOM GROUP,,USA
004066,01,19911231,1991,OMNICOM GROUP,,USA
004069,01,19901231,1990,DRAVO CORP,,USA
004069,01,19911231,1991,DRAVO CORP,,USA
004072,01,19900731,1990,ASCENA RETAIL GROUP INC,,USA
004072,01,19910731,1991,ASCENA RETAIL GROUP INC,,USA
004073,01,19901031,1990,DRESSER INDUSTRIES INC,,USA
004073,01,19911031,1991,DRESSER INDUSTRIES INC,,USA
004077,01,19900331,1989,LASERCARD CORP,,USA
004077,01,19910331,1990,LASERCARD CORP,,USA
004078,01,19901231,1990,DREYER'S GRAND ICE CRM HLDGS,,USA
004078,01,19911231,1991,DREYER'S GRAND ICE CRM HLDGS,,USA
004079,01,19901231,1990,DREYFUS CORP,,USA
004079,01,19911231,1991,DREYFUS CORP,,USA
004083,01,19901231,1990,DRIVER-HARRIS CO,,USA
004083,01,19911231,1991,DRIVER-HARRIS CO,,USA
004085,01,19900331,1989,RETAILING CORP OF AMERICA,,USA
004087,01,19901231,1990,DU PONT (E I) DE NEMOURS,,USA
004087,01,19911231,1991,DU PONT (E I) DE NEMOURS,,USA
